,Unnamed: 0,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Antal fragment,Föremålsbenämning_Translated,Föremålsnr._Translated,Andra nummer_Translated,Material_Translated,Plats_Translated,Fornlämning_Translated,Socken_Translated,Landskap_Translated
121,121,Svärd,117552_HST,21144.0,Undernummer: 505,Cu-legering,Slottsfjärden,L1955:3147,Kalmar socken,Småland,Sverige,,,Historiska museet,Svärd - 122,https://samlingar.shm.se/object/07EABD53-78AC-4275-8FF1-4ACE40D3D3DA,Vapen och rustningar  Arkeologisk samling,,1,,Vikingatid,117552_HST,,21144,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21144,,"Plats: Slottsfjärden, Fornlämning: L1955:3147, Socken: Kalmar socken, Kommun: Kalmar kommun, Landskap: Småland, Land: Sverige",,,"Åkerlund, Harald",,1,Svärd,117552_HST,Undernummer: 505,Cu-legering,Slottsfjärden,L1955:3147,Kalmar socken,Småland
122,122,Svärd,120564_HST,17546.0,FID: 120564,Brons,,,Skillingmark socken,Värmland,Sverige,,,Historiska museet,Svärd - 123,https://samlingar.shm.se/object/F5C75524-1876-430D-85B8-9B2E468CF79A,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,120564_HST,,17546,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17546,,"Socken: Skillingmark socken, Kommun: Eda kommun, Landskap: Värmland, Land: Sverige",,,,,,Svärd,120564_HST,FID: 120564,Brons,nan,nan,Skillingmark socken,Värmland
123,123,Rundsköld,3009026,34000.0,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Rundsköld - 124,https://samlingar.shm.se/object/7AE54E96-81EE-457E-820F-BBEBD533785B,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,3009026,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,,Rundsköld,3009026,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
124,124,Svärd,120525_HST,10796.0,FID: 120525,"Brons, Järn",Broa,L1976:1548,Halla socken,Gotland,Sverige,Skelettgrav,A,Historiska museet,Svärd - 125,https://samlingar.shm.se/object/B3CBCFB0-3B22-41CA-888A-089210455F65,Vapen och rustningar  Arkeologisk samling,,1,550 – 1100,Vendeltid  Vikingatid,120525_HST,,10796,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=10796,,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skelettgrav: A,,,,,Svärd,120525_HST,FID: 120525,"Brons, Järn",Broa,L1976:1548,Halla socken,Gotland
125,125,Bredyxa,417432_HST,2152.0,FID: 417432,Järn,Karleby,L1942:6970,Simtuna socken,Uppland,Sverige,,,Historiska museet,Bredyxa - 126,https://samlingar.shm.se/object/E46DCE46-9735-4902-8BDA-C9CA19D0C523,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,,1,800 – 1100,Vikingatid,417432_HST,,2152,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2152,,"Plats: Karleby, Fornlämning: L1942:6970, Socken: Simtuna socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",,,,,,Bredyxa,417432_HST,FID: 417432,Järn,Karleby,L1942:6970,Simtuna socken,Uppland
126,126,Bredyxa,417509_HST,16807.0,Fyndnummer: 3,Järn,Utanmyra,L2000:9251,Sollerön socken,Dalarna,Sverige,Grav,,Historiska museet,Bredyxa - 127,https://samlingar.shm.se/object/F9E46A45-66EA-483C-B841-2799F9BD7E26,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,Längd 195 mm  Bredd 154 mm  Tjocklek 24 mm,1,800 – 1100,Vikingatid,417509_HST,,16807,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=16807,,"Plats: Utanmyra, Fornlämning: L2000:9251, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Grav,,,,,Bredyxa,417509_HST,Fyndnummer: 3,Järn,Utanmyra,L2000:9251,Sollerön socken,Dalarna
127,127,Yxa Petersen C,419042_HST,8799.0,Undernummer: 1,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Yxa Petersen C - 128,https://samlingar.shm.se/object/A9FC7FCF-E8EB-4CD5-9360-7DED68B37654,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,419042_HST,"Birka, Adelsö socken",8799,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=8799,Köp,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,,Yxa Petersen C,419042_HST,Undernummer: 1,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland
128,128,svärdsskida,462664_HST,34000.0,Undernummer: Bj 643,"Brons, Trä","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,643,Historiska museet,svärdsskida - 129,https://samlingar.shm.se/object/24152CC8-7822-4C7F-AC56-7A42E274DE0C,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,462664_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 643",Bj 643,"Stolpe, Hjalmar",1878,,svärdsskida,462664_HST,Undernummer: Bj 643,"Brons, Trä","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
129,129,Rundsköld,462681_HST,34000.0,Undernummer: Bj 643,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,643,Historiska museet,Rundsköld - 130,https://samlingar.shm.se/object/30E56933-26F4-4E26-950C-BEF55F460B72,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,462681_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 643",Bj 643,"Stolpe, Hjalmar",1878,24,Rundsköld,462681_HST,Undernummer: Bj 643,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
130,130,Spjut,462682_HST,34000.0,Undernummer: Bj 643,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,643,Historiska museet,Spjut - 131,https://samlingar.shm.se/object/D43C4318-7438-4642-AAFC-843A2ED305B3,Vapen och rustningar  Arkeologisk samling,Längd 51 mm,1,800 – 1100,Vikingatid,462682_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 643",Bj 643,"Stolpe, Hjalmar",1878,1,Spjut,462682_HST,Undernummer: Bj 643,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
131,131,Ringväv,460692_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596 f,Historiska museet,Ringväv - 132,https://samlingar.shm.se/object/51181643-6D97-4D8F-8815-EB88252DD7A9,Vapen och rustningar  Arkeologisk samling,,2,800 – 1100,Vikingatid,460692_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596 f,,"Stolpe, Hjalmar",,,Ringväv,460692_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
132,132,pilspets med fyrsidigt tvärsnitt,461002_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596 C s.ö.,Historiska museet,pilspets med fyrsidigt tvärsnitt - 133,https://samlingar.shm.se/object/1C990019-53EB-4F9F-8AF8-339E5E1B9B22,Vapen och rustningar  Arkeologisk samling,Längd 97 mm,1,800 – 1100,Vikingatid,461002_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596 C s.ö.,,"Stolpe, Hjalmar",,,pilspets med fyrsidigt tvärsnitt,461002_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
133,133,Pil,464722_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596 C,Historiska museet,Pil - 134,https://samlingar.shm.se/object/50E17A7B-2FEA-4339-BCC6-76D6B8DAC35E,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,464722_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596 C,,"Stolpe, Hjalmar",,1,Pil,464722_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
134,134,Lamellpansar,461145_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596 s.ö.,Historiska museet,Lamellpansar - 135,https://samlingar.shm.se/object/0AFC73BF-5B90-4F63-B998-39CFD6838A32,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,461145_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596 s.ö.,,"Stolpe, Hjalmar",,3,Lamellpansar,461145_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
135,135,Pilspets a1,461691_HST,34000.0,Undernummer: Bj 77a,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,77A,Historiska museet,Pilspets a1 - 136,https://samlingar.shm.se/object/D618C19D-EAE0-4B55-8A8F-B2D335E93967,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,461691_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav: 77A",Bj 77A,"Stolpe, Hjalmar",1875,9,Pilspets a1,461691_HST,Undernummer: Bj 77a,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
136,136,Svärd,457865_HST,34300.0,Undernummer: a,Brons,Stora Sojdeby,L1977:5513,Fole socken,Gotland,Sverige,,,Historiska museet,Svärd - 137,https://samlingar.shm.se/object/9626FFDD-CDD7-456A-A915-E013187F6E41,Vapen och rustningar  Arkeologisk samling,Vikt 29.9 g,1,800 – 1100,Vikingatid,457865_HST,,34300,,KML,"Plats: Stora Sojdeby, Fornlämning: L1977:5513, Fastighet: Stora Sojdeby 2:7, Socken: Fole socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,Svärd,457865_HST,Undernummer: a,Brons,Stora Sojdeby,L1977:5513,Fole socken,Gotland
137,137,Pil,448459_HST,17343.0,Undernummer: 1677,Järn,,,Gällivare socken,Lappland,Sverige,,,Historiska museet,Pil - 138,https://samlingar.shm.se/object/ED998D17-3D9F-42B1-A165-4EBD71DE5E37,Vapen och rustningar  Arkeologisk samling,,2,800 – 1250,Vikingatid  Tidig medeltid,448459_HST,,17343,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,"Socken: Gällivare socken, Kommun: Gällivare kommun, Landskap: Lappland, Land: Sverige",,,,,,Pil,448459_HST,Undernummer: 1677,Järn,nan,nan,Gällivare socken,Lappland
138,138,Spets,448707_HST,34000.0,Undernummer: Bj 30,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,30,Historiska museet,Spets - 139,https://samlingar.shm.se/object/1BCC3DEC-826E-402F-8ACB-59C8927745F9,Vapen och rustningar  Arkeologisk samling,Längd 136.9 mm  Bredd 18.6 mm  Längd 117.6 mm  Bredd 20.3 mm,2,800 – 1100,Vikingatid,448707_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 30",Bj 30,"Stolpe, Hjalmar",1875,,Spets,448707_HST,Undernummer: Bj 30,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
139,139,Yxa Petersen C,415669_HST,8139.0,Undernummer: 1a,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Yxa Petersen C - 140,https://samlingar.shm.se/object/FC319B53-4252-4A83-ACFB-DF8A6759FCD1,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,,1,800 – 1100,Vikingatid,415669_HST,"Birka, Adelsö socken",8139,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=8139,Köp,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,,Yxa Petersen C,415669_HST,Undernummer: 1a,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland
140,140,Pil,416139_HST,,FID: 416139,Järn,,,,,Sverige,,,Historiska museet,Pil - 141,https://samlingar.shm.se/object/9A676FFB-2EEF-4359-90FC-D03C9E73A236,Vapen och rustningar  Arkeologisk samling,,1,800 – 1250,Vikingatid  Tidig medeltid,416139_HST,,,,,Land: Sverige,,,,,,Pil,416139_HST,FID: 416139,Järn,nan,nan,nan,nan
141,141,Armborstpil,416142_HST,,FID: 416142,Järn,,,,,Sverige,,,Historiska museet,Armborstpil - 142,https://samlingar.shm.se/object/8994E1C8-42D0-4B57-860F-7FB1F25637A9,Vapen och rustningar  Arkeologisk samling,,2,800 – 1250,Vikingatid  Tidig medeltid,416142_HST,,,,,Land: Sverige,,,,,,Armborstpil,416142_HST,FID: 416142,Järn,nan,nan,nan,nan
142,142,Svärd,419139_HST,432.0,FID: 419139,Järn,"Björkö, okänd fyndplats",,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd - 143,https://samlingar.shm.se/object/9E23000D-53A3-420E-8372-1EF79C6E5EE7,Vapen och rustningar  Arkeologisk samling,Längd 371 mm,1,800 – 1100,Vikingatid,419139_HST,"Birka, Adelsö socken",432,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=432,Köp,"Plats: Björkö, okänd fyndplats, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,2,Svärd,419139_HST,FID: 419139,Järn,"Björkö, okänd fyndplats",nan,Adelsö socken,Uppland
143,143,Spjut,466990_HST,34000.0,Undernummer: Bj 703,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,703,Historiska museet,Spjut - 144,https://samlingar.shm.se/object/3FF2D076-5861-4FFC-BAAE-A78CAC115A1A,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,466990_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Obekant yttre gravskick: 703",Bj 703,"Stolpe, Hjalmar",1879,,Spjut,466990_HST,Undernummer: Bj 703,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
144,144,Spjut,477688_HST,34000.0,Undernummer: Bj 736,"Järn, Koppar","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,736,Historiska museet,Spjut - 145,https://samlingar.shm.se/object/D8AA17D3-84C6-4F79-9D7C-0C6CFE8A8DD6,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,477688_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Hög, Grav: 736",Bj 736,"Stolpe, Hjalmar",1879,1,Spjut,477688_HST,Undernummer: Bj 736,"Järn, Koppar","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
145,145,Pilspets,478365_HST,34000.0,Undernummer: Bj 174,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,174,Historiska museet,Pilspets - 146,https://samlingar.shm.se/object/1B98C2C9-FECD-47AC-8C1B-2FFC0E34F11D,Vapen och rustningar  Arkeologisk samling,Längd 108.4 mm  Längd 16.3 mm,1,800 – 1100,Vikingatid,478365_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 174",Bj 174,"Stolpe, Hjalmar",1875,2,Pilspets,478365_HST,Undernummer: Bj 174,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
146,146,Sporre,468571_HST,34000.0,Undernummer: Bj 710,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Sporre - 147,https://samlingar.shm.se/object/08CE43D4-2336-49D5-96D4-40694D1E001D,Vapen och rustningar  Arkeologisk samling,,2,800 – 1100,Vikingatid,468571_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",Bj 710,"Stolpe, Hjalmar",1879,4,Sporre,468571_HST,Undernummer: Bj 710,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
147,147,Spjut,469109_HST,34000.0,Undernummer: Bj 713,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,713,Historiska museet,Spjut - 148,https://samlingar.shm.se/object/3F7D7491-E017-4873-A701-306362C80313,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,469109_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 713",Bj 713,"Stolpe, Hjalmar",1879,1,Spjut,469109_HST,Undernummer: Bj 713,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
148,148,Rundsköld,469110_HST,34000.0,Undernummer: Bj 713,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,713,Historiska museet,Rundsköld - 149,https://samlingar.shm.se/object/981C41AC-53E2-457C-8EEF-D8CC401F7246,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,469110_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 713",Bj 713,"Stolpe, Hjalmar",1879,16,Rundsköld,469110_HST,Undernummer: Bj 713,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
149,149,Svärd Petersen H,477641_HST,34000.0,Undernummer: Bj 736,"Järn, Koppar, Silver, Trä, pälsskinn, Läder, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,736,Historiska museet,Svärd Petersen H - 150,https://samlingar.shm.se/object/64FED155-869F-468B-9DC7-BE920DB3D6A0,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,477641_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Hög, Grav: 736",Bj 736,"Stolpe, Hjalmar",1879,18,Svärd Petersen H,477641_HST,Undernummer: Bj 736,"Järn, Koppar, Silver, Trä, pälsskinn, Läder, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
150,150,Rundsköld,477806_HST,34000.0,Undernummer: Bj 736,"Järn, Vitmetall","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,736,Historiska museet,Rundsköld - 151,https://samlingar.shm.se/object/122D1172-38E9-494A-95D2-91634B98EB88,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,477806_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Hög, Grav: 736",Bj 736,"Stolpe, Hjalmar",1879,20,Rundsköld,477806_HST,Undernummer: Bj 736,"Järn, Vitmetall","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
151,151,Spjut,475713_HST,34000.0,Undernummer: Bj 727,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,727,Historiska museet,Spjut - 152,https://samlingar.shm.se/object/C35F3330-16F6-411D-83D3-0E7A68C3D63F,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,475713_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 727",Bj 727,"Stolpe, Hjalmar",1879,4,Spjut,475713_HST,Undernummer: Bj 727,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
152,152,Pil,475716_HST,34000.0,Undernummer: Bj 727,"Järn, Trä, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,727,Historiska museet,Pil - 153,https://samlingar.shm.se/object/FBDE4AD7-5B68-43E6-938D-350906DA04FE,Vapen och rustningar  Arkeologisk samling,,15,800 – 1100,Vikingatid,475716_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 727",Bj 727,"Stolpe, Hjalmar",1879,41,Pil,475716_HST,Undernummer: Bj 727,"Järn, Trä, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
153,153,Sköld,452162_HST,34000.0,Undernummer: Bj 731,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,731,Historiska museet,Sköld - 154,https://samlingar.shm.se/object/3EA30AD6-04FC-46D0-9686-BC238DED8CCF,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452162_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 731",Bj 731,"Stolpe, Hjalmar",1879,31,Sköld,452162_HST,Undernummer: Bj 731,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
